class,Source,Truth
中文学习者,他到30多岁户籍上女性。,他到30多岁，户籍上还是女性。
中文学习者,我想把我的房间代贴墙纸，宁可涂抹油漆,我想把我的房间贴上墙纸，而不是涂抹油漆。
中文学习者,"在日本南部地方，樱花季节刚刚到了，现在许多日本人好像盼望""樱花锋""到自己住的地方。","在日本南部，樱花季节刚刚到了，现在许多日本人盼望""樱花锋""到自己住的地方。"
中文学习者,樱花最初在日本南部就开，然后在日本北部才开，就是说樱花已经开的地方和还没有开的地方的界线向北移动得好像跟暖锋一样。,樱花最初就开在日本南部，然后才开在日本北部，就是说樱花已经开的地方和还没有开的地方的界线向北移动得好像跟暖锋一样。
中文学习者,"所以我们叫这界线""樱花锋(桜前線)""，而且樱花季节期中，天气预报每天告诉我们樱花锋什么时候可能会到什么地方，就是说樱花什么时候会开始开，而会烂漫开满了。","所以我们叫这界线为""樱花锋(桜前線)""，而且樱花季节期间天气预报每天告诉我们樱花锋什么时候可能会到什么地方，就是说樱花什么时候会开始开，而且会烂漫开满了。"
中文学习者,我以到考那斯机场到会议的最后一天一句立陶宛语都没说，因为我总是跟会议人在一起。,我一直到考那斯机场到会议的最后一天一句立陶宛语都没说，因为我总是跟开会的人在一起。
中文学习者,我在小小的时候，我希望圣诞老人来我家给我礼物。,我在小的时候，我希望圣诞老人来我家给我礼物。
中文学习者,但是从看这一部以后我一直在看日本动画剧并度日本动画片。,但是从看这一部以后我一直在看日本动画剧和日本动画片。
中文学习者,那时她说我们大学的白血病的同学的事。,那时她说我们大学白血病的同学的事。
中文学习者,素面包的时候，他爱吃白色部分，可是她爱吃边部分,吃面包的时候，他爱吃白色部分，可是她爱吃旁边的部分。
中文学习者,昨天我看到今年的第一个雪。,昨天我看到了今年的第一场雪。
中文学习者,圣诞节以后我快活得去庆祝新年，只是一月中旬我才不满意，骂德国的冷天气。,圣诞节以后我又高兴地去庆祝新年，只是一月中旬我才不满意德国，会骂德国的坏天气。
中文学习者,那个中学校里面的有个班跟我们在一起谈了谈1个小时。,那个中国学校里的一个班跟我们在一起交流了一个小时。
中文学习者,以后他给我发短信，有想知道的或者苦恼。,之后他给我发过短信，他有想知道的事情或者苦恼都会问我。
中文学习者,这里有了两个很帅的老师，我的心里兴高采烈！,这里边有两个很帅的老师，我感到心花怒放！
中文学习者,但是：请告诉我吧：北京有没有地下道。,但是，请告诉我北京有没有地道。
中文学习者,我觉得你必须用魔术用筷子吃饭。,我觉得你用筷子吃饭必须像变魔术一样。
中文学习者,"特别是对我有点不利的东西发生时,知道数会感谢的东西让我感觉放心,和很有意思的是,很多时这样的好的心态帮助我解决问题.",特别是对我有点不利的事情发生时，知道什么是应该感谢的东西会让我感觉很放心，很有意思的是，很多时候这样的好的心态也可以帮助我解决问题。
中文学习者,结果从早上十点到晚上九点打工了。,结果从早上十点到晚上九点打工。
中文学习者,在工作上得了小小的成功或者被顾客生气，也没有人听我的话。,在工作上取得小小的成功或者被顾客生气指责，也没有人听我的话。
中文学习者,我的生活不该为满意一个fake印象。,我的生活不该为满意伪造一个印象。
中文学习者,听说吹田市民入场费是免费。,听说吹田市民是可以的免费入场。
中文学习者,我觉得大学生活应该是好好学习的但是一看他们我就不想去学校。,我觉得大学应该好好学习，但是一看到他们，我就不想去学校了。
中文学习者,我这个人只在西安学了半年的怎能跟他们学习啊~！,我这个人只在西安学了半年的中文，怎能跟他们一起学习啊？
中文学习者,在端午节期间，我们一看就明白那个家有儿子，因为有儿子的家在院子里会悬挂鲤鱼形状的旗。,在端午节期间，我们一看就明白哪家有儿子，因为有儿子的家在院子里会悬挂鲤鱼形状的旗。
中文学习者,他们说Proletariant得卖他们的工作能，然后他们拿到钱。,他们说Proletariant得出卖他们的工作能力，然后他们拿到钱。
中文学习者,把它们摆在一起不难，但是因旁人会看见做不上来。,把它们摆在一起不难，但是因旁人会看见做不来。
中文学习者,在停车场快要停车的时候，刚才的他们我车就前面横过了。,在停车场快要停下车的时候，刚才遇到的他们在我车前面经过。
中文学习者,我焦急买最小限度的东西，想尽可能快出去这里。,我焦急地买了极少的东西，想尽快离家这里。
中文学习者,主人公说谎话的理由是伤他的自尊心。,主人公说谎话的理由是怕伤他的自尊心。
中文学习者,睡了三个小时后终于才醒了，还很困，还很累。,睡了三个小时后才醒，还是很困，很累。
中文学习者,在世界上，各个的国家有自己的传统活动，但是奥州的圣诞节与中国的春节有许多相似。,在世界上，各个国家都有自己的传统活动，但是澳洲的圣诞节与中国的春节有许多相似之处。
中文学习者,因为澳洲是个很大的国家，家人的亲戚通常住得离他们很远，与家人见面的机会。,因为澳大利亚是个很大的国家，亲戚通常住得离他们很远，与家人见面的机会很少。
中文学习者,花栽周围长着很多青草。,花的周围长着很多青草。
中文学习者,虽然现在没有汉语班，但是我好好学习汉语，哈哈。,虽然现在没有汉语班，但是我有好好学习汉语，哈哈。
中文学习者,她没教我这个星期一样。,她不能像这个星期一样教我。
中文学习者,如果两个人没有缘分就多么近的距离在一起也两人走不到一起，,“如果两个人没有缘分，多么近的距离两人也走不到一起，
中文学习者,当时他的这么一说，打动了我的心，目前我们还是异地恋的状态但我们还是想在一起了（？）,当时听他这么一说打动了我的心，目前我们还是异地恋的状态但我们还是想在一起了。
中文学习者,顺便古老电脑被连接因特网了。,旧电脑顺便连上了因特网。
中文学习者,不知道在那里可以找到中国朋友。,不知道在哪里可以找到中国朋友。
中文学习者,有的去当兵有的家里经济困难的问题没法再学下去.,有的去当兵有的家里经济困难没法再学下去。
中文学习者,我正在写了五个航过日记，但是我还要写中文日记！,我写了五篇韩语日记，但是我还要写中文日记！
中文学习者,我朋友参加她朋友的婚礼，我和别的东京住的朋友跟随，,我朋友参加她朋友的婚礼，我和别的住东京的朋友跟随，
中文学习者,如果我可以和机器人过了话，用中文和韩语的机器人好。,如果我可以和机器人过的话，用中文和韩语的机器人比较好。
中文学习者,现在还梅雨季节而已经到了夏天。,现在还在梅雨季节而已经到了夏天。
中文学习者,"除了他的家以外,其他的家都被打雷。","除了他的家以外,其他人的家都被雷击中了。"
中文学习者,可是这两个星期，我的体重越增越，不停了！,可是这两个星期，我的体重越增越多，停不下来了！
中文学习者,如果不喝水的话，因为胃液比平时少点儿分泌，所以自然的感觉到不太饿。,如果不喝水的话，因为胃液比平时少点儿分泌，所以人会自然地感觉到不太饿。
中文学习者,当前减肥是年轻女性很关注的话题，所以我要在这里给大家介绍，让朋友们参考。,当前减肥是年轻女性很关注的话题，所以我要在这里给大家介绍，让朋友们参考。
中文学习者,我回答说：我没做过减肥有关的事，就这样变成了。,我回答说：我没做过跟减肥有关的事，就变成了这样。
中文学习者,听说，一两天期间的绝食虽然对身体健康有好处，如果再绝食的话，不但对身体健康造成不良的影响，反而对减肥也起到负面的作用。,听说，一两天的绝食虽然对身体健康有好处，但如果再绝食的话，不但会对身体健康造成不良的影响，而且对减肥也会起到负面的作用。
中文学习者,短期的绝食，使促进消化的速度且快点儿新陈代谢速度，从而能排出身体里面的有害物质。,短期的绝食，会加快消化的速度且加快新陈代谢速度，从而使人能排出身体里面的有害物质。
中文学习者,女儿和儿子的生活节奏不一样了，我一个人照顾他们好厉害。,女儿和儿子的生活节奏不一样，我一个人照顾他们好厉害。
中文学习者,我觉得她和她朋友玩个痛快那太好了，但是她累得很，后来开始吃饭的时候她已经有点迷糊了。,我觉得她和她朋友玩个痛快很好，但是她累得很，后来吃饭的时候她都已经有点迷糊了。
中文学习者,还有做志工帮高中学生和国中学生的读书。,还做了志工辅导高中学生和国中学生读书。
中文学习者,虽然我常常看他的博客，我在那里胆怯没寄给过留言，因为他的博客很漂亮，我觉得用我不好的中文不想弄脏。,虽然我常常看他的博客，但是我胆怯没给他留过言，因为他的博客很漂亮，我不想用我不好的中文弄脏他的博客。
中文学习者,我用扫帚扫道路的话，黄叶满满很大的塑料袋里。,我用扫帚扫道路，黄叶装满了大塑料袋。
中文学习者,但是我的困难是暂时的，对方是个黄叶所以绕它吧。,但是我的困难是暂时的，对方只是个黄叶所以饶了它吧。
中文学习者,比如用厨房的东西放在厨房里的架棚，洗澡的时候用的东西放在盥洗室里的架棚，学习的时候用的东西放在桌子邻接的架子等等。,比如厨房用的东西放在厨房里的架子上，洗澡的时候用的东西放在盥洗室里的架子上，学习的时候用的东西放在桌子邻接的架子上等等。
中文学习者,但是我有时候会忘没妨碍的地方是哪里的？,但是我有时候会忘不碍事的地方是哪里。
中文学习者,今天中午我在外面走一走，我感觉寒风和晒晒的阳光，感觉和前几天有点不一样了。,今天中午我在外面走了走，我感受到寒风和晒晒的阳光，感觉和前几天有点不一样了。
中文学习者,我想，好像春天即将来临，虽然许多人还是和把脖子和肩膀都缩回走，但是我感觉到春天了！,我想，好像春天即将来临，虽然许多人还是把脖子和肩膀都缩着，但是我感觉到春天来了！
中文学习者,应为我是生活上需要的中文基本上都会，所以再进一步过程应该需要自己坚持抱有向上心才会提高水平。,生活上我需要的中文基本上都会，所以再进一步需要自己坚持抱有积极性才会提高中文水平。
中文学习者,值得感谢的是我家人都好好生活身体健康，尤其是两个孩子，他们都没有一次感冒了，结果这个学期他们都没有缺过一次席。,值得感谢的是我家人都生活很好，身体健康，尤其是两个孩子，他们一次都没有感冒，所以这个学期他们都没有缺过一次席。
中文学习者,今天早上考第二试，因为上三门中文课，还有下个星期开始最后的。,今天早上考第二场试，因为上三门中文课，下个星期开始最后的。
中文学习者,我觉得烤得不错，内容不太难，而且我一点复习了。,我觉得考得不错，内容不太难，而且我复习了一点。
中文学习者,听为主的姿势⇒不必会讲话的人，该要认真听。,以听为主的姿态：不会讲话的人，要认真听。
中文学习者,③親切热情/亲切⇒有肯能消费者会遇到事情，容易错的事情提前告诉。,亲切热情/亲切：有可能消费者会遇到事情，容易错的事情要提前告诉。
中文学习者,诚实⇒对于每个消费者真心服务。,诚实：对每个消费者都要真心服务。
中文学习者,到成都机场后看到满天密云，闻到成都机场的味儿，感到怀念成都的回忆。,到成都机场后看到满天密云，闻到成都机场的味儿，开始怀念成都的回忆。
中文学习者,我校的时候，我总是想想学校舞会一定要很好玩。,我在校的时候，我总是想学校舞一定会很好玩。
中文学习者,洗窗液因寒冷而结冰的话，不能洗车前面的玻璃，结果马上在前面看不见，太危险，等等。,洗窗液因寒冷而结冰的话，就不能洗车前面的玻璃，前面看不见，太危险等等一些问题。
中文学习者,但是媒体没有什么报道，有可能我考虑太过逾．,但是媒体没有什么报道，有可能我考虑太过了。
中文学习者,四个人前边是女人的日本人。,四个人前边的女人是日本人。
中文学习者,大部分的人们不是做自己喜欢做或想做的事，而是为了得到收入并生活会稳定，不得已选择的情况许多。,大部分人都不是做自己喜欢做或想做的事，而是为了得到收入并使生活更加稳定，不得已做选择的情况居多。
中文学习者,人要对自己做的事感兴趣并且负责任感，通过自己做的事，人才能做人。,人要对自己做的事感兴趣并且负责任，通过自己做的事，人才能了解自己。
中文学习者,那个年轻园丁把含着汗的额头用衣领擦着这样回答说。,那个年轻园丁边用衣领擦着流着汗的额头边这样回答说：
中文学习者,为了制作用日常生活的东西，拿（/抓）着工具在钉钉子的话，就没有产生杂念，光高兴了个够。,为了制作日常生活用的东西，做拿着工具钉钉子的活，就不会产生杂念，光高兴就够了。
中文学习者,前几天也我做成个用扒（/掏）出灶孔里面的灰烬的木耙。,前几天我做了一个用来扒出灶孔里面的灰烬的木耙。
中文学习者,以前用过的木耙坏掉了，所以我又制作了。,以前用过的木耙坏掉了，所以我又制作了一个。
中文学习者,它是，我在木柴堆里找到可用的橡木木头，然后连接着木板片来制成的。,它是用我在木柴堆里找到可用的橡木木头，然后连接着木板片制成的。
中文学习者,那时，我还制成一张餐桌，换了几次庵主后，现在看不见。,那时，我还做了一张餐桌，换了几次庵主后，现在找不到了。
中文学习者,"我感觉,我的北京留学是非常过去的事情.",我感觉，我在北京留学是非常遥远的事情。
中文学习者,写文章是我最不得意的项目.,写文章是我最不拿手的项目。
中文学习者,为什么我学习中文就是我喜欢中国史、文化、唐诗还有中文好听！,我学习中文的原因是因为我喜欢中国史、中国文化、唐诗还有因为中文好听！
中文学习者,明天我朋友来我家把电脑要修理。,明天我朋友来我家要帮我修理电脑。
中文学习者,放寒假时我真的要去云南旅游的前一天，我太激动地在床上通宵达旦。,放寒假时，在我真的要去云南旅游的前一天，我激动地在床上一个晚上都没睡着。
中文学习者,真的好久没产生的这样一个心情，我觉得好好珍惜今天。,这样的心情真的好久没有过了，我觉得要好好珍惜今天。
中文学习者,有模有最合适的成语呢（或者近义词）？,有没有合适的成语（或者近义词）呢？
中文学习者,我来这窝棚的第二年春天，我为了在荒废的野田种苗木，需要从山林合作社装载一辆车的苗木开来我这儿。,来这窝棚的第二年春天，我为了在荒废的野田种苗木，需要从山林合作社装载一车的苗木来我这儿。
中文学习者,我给锯木厂打听一下，他们介绍了一个年轻人。,我向锯木厂打听了一下，他们介绍了一个年轻人。
中文学习者,我在这里不表明他的名字也像我不喜欢告诉世上我的住处一样的缘故。,我在这里不说明他的名字也和我不喜欢告诉世人我的住处的缘故一样。
中文学习者,古代的人这样说过：如果草妨碍你走路的话，那么拔它，如果树木妨碍你帽子的话，那么把它切掉。,古代的人这样说过：如果草妨碍你走路的话，那么拔掉它，如果树木妨碍你帽子的话，那么把它切掉。
中文学习者,前几天利用我不在家，他装载着一辆的木头开到我家，把它放在窝棚的庭院。,前几天我不在家，他装载着一车的木头到我家，把它们放在了窝棚的庭院里。
中文学习者,我学了汉语已经一个年。,我学汉语已经一年了。
中文学习者,撒豆后为了祈祷一年的驱邪吃豆。,撒豆后为了祈祷新一年的驱邪要吃豆。
中文学习者,今天我去了公园因为今天有一个农民市场和别的活动：报佳音，四轮马车，等等。,今天我去了公园，因为今天有一个农民市集和其他的活动：报佳音，四轮马车等等。
中文学习者,夏天做洒背，虽然使全身感觉到像产生鸡皮疙瘩的一样很凉快，但是突然间发散体热是不太好，所以把背一直暖些。,夏天光着背，虽然全身会感觉到很凉快，但是瞬间散体热是不太好的，所以注意背部保暖。
中文学习者,但是没有我的同学的帮助，我什幺也不会做。,如果没有我的同学的帮助，我什么也不会做。
中文学习者,"最近我吓了的事情，在地球水深4,000米的火山热水喷出口，400度的那么热的热水喷出口的附近，有很多生命。","最近听说一件吓着我的事情，在地球上有水深4,000米的火山岩浆喷出口，400度的那么热的岩浆喷出口的附近，有很多生命。"
中文学习者,在派来的公司里，派来的职员不称自己的名字，被叫派来的职员，跟东西和零件一样的招待。,在外派的公司里，派来的职员不可以称自己的名字，被称为派来的职员，跟东西和零件一样的待遇。
中文学习者,英国人的年轻里4个人之中一个人能收到住居补贴，在日本一个人也没有收到的人,英国的年轻人里四个人之中一个人能收到住居补贴，在日本一个人也不会收到。
中文学习者,因为从我家到舞蹈会会场走路30分左右，所以我们计划开始舞蹈会40分前出发。,因为从我家到舞蹈演出的会场走路需要三十分钟左右，所以我们计划舞蹈演出开始前四十分钟出发。
中文学习者,首先我有点儿害羞，但是逐渐产生有趣。,开始我有点儿害羞，但是逐渐产生了有趣。
中文学习者,"(你知道嘛,我两年前考了HSK,合格了新HSK六级.我自己不能相信.",（你知道吗？我两年前考了HSK，合格了，新HSK六级。我自己都不能相信。
中文学习者,没有精神余裕的学语言.,没有余裕的时间学语言。
中文学习者,人们需要工夫管自己生命相关的农业。,人们需要花工夫管管跟自己生命相关的农业。
中文学习者,现在我有三台的电脑，还有三台中一台我爸爸使用。,现在我有三台的电脑，三台中还有一台给我爸爸用。
中文学习者,暑假决定了其他的事字节中心性。,我暑假决定了其他的事。
中文学习者,在日经工作在线网站刊登”在中国蜡筆小新的作者去世的报道热”,日经工作在线网站上刊登了“在中国蜡筆小新的作者去世的报道热”。
中文学习者,3月下旬，我开车上班的时候，在很小的川旁边看到20-30条的樱树。,3月下旬，我开车上班的时候，在很小的川旁边看到20-30棵樱树。
中文学习者,而且，公司的用地内有条樱树。,而且，公司的用地内有棵樱树。
中文学习者,樱花的生命很短，两三天后开始落谢。,樱花的生命很短，两三天后开始凋谢。
中文学习者,所以，以后离公司看不到樱花很近啊。,所以，以后在公司看不到离得很近的樱花了啊。
中文学习者,他8日在日本东京对记者发言为会谈的进展，北朝鲜决定积极地接触其他国家。,他8日在日本东京对记者的发言为会谈的进展，北朝鲜决定积极地接触其他国家。
中文学习者,还有现在我的韩国男的朋友也刚刚参完了军队.,还有现在我的韩国男朋友也刚刚参军结束。
中文学习者,虽然她的口语不如A好，但可以表达她愿意的。,虽然她的口语不如A好，但可以表达她的意愿。
中文学习者,我没去过真的地中海，所以我不知道、小豆岛和真的地中海那个地方一样。,我没去过真的地中海，所以我不知道小豆岛和真的地中海哪个地方一样。
中文学习者,气候合适种植油橄榄，所以小豆岛在日本收获最多、最好的油橄榄。,气候适合种植油橄榄，所以小豆岛在日本出产最多、最好的油橄榄。
中文学习者,这两个月我身体健康不好，精神压力也有了，所以那个两个小时真的是宝贵的时间。,这两个月我身体不好，精神压力也有了，所以那两个小时真的是宝贵的时间。
中文学习者,医生不管有什么惹人生气地事业不轻易发火，但有一天早上那医生为她的任性生气了。,医生不管有什么惹人生气的事都不轻易发火，但有一天早上那医生为她的任性生气了。
中文学习者,不过他真诚地考虑她的身体健康，所以做过火了。,不过他是因为认真地考虑她的身体健康，所以做过火了。
中文学习者,于是，我决定用对我来说和放假一样的这个月争取驾照一下。,于是，我决定用对我来说和放假一样的这个月争取考一下驾照的最后一关。
中文学习者,但是，今天这个日子，我们都能以情人节为借口给对方表达出来我们的爱情。,但是，今天这个日子，我们都能以情人节为借口向对方表达我们的爱。
中文学习者,我以为我不是个孩子，我该做的事我自己也知道，但是我妈妈老催我，有时候，我做什么，看我不顺眼，都对我不满。,我以为我不是个孩子，我该做的事我自己也知道，但是我妈妈老催我，有时候，我做什么看我不顺眼，她都对我不满。
中文学习者,虽然那样的气候时候，茶梅（油梅）开红的花。,虽然是那样的气候，茶梅（油梅）却开红的花。
中文学习者,今天到晚上9点半各个在各处随便转了转。,今天晚上9点半各个在各处随便转了转。
中文学习者,现在时代变了，所以吃盒饭意味着只实行古来的传统而已。,现在时代变了，所以吃盒饭只意味着施行古来的传统而已。
中文学习者,因为加工大米的价格上涨1.5倍，所以他们想日本酒的价格加价。,因为加工大米的价格上涨了1.5倍，所以他们想给日本酒的价格加价。
中文学习者,我这样出尔反尔，是不是让人见效？,我这样出尔反尔，是不是让人见笑？
中文学习者,"虽然小王是以前我们公司的同事,但是4年前独立,在上海跟老公一起设立公司.然后现在她公司跟我们公司有生意往来.","虽然小王以前是我们公司的同事,但是4年前就独立了,在上海跟老公一起设立了一家公司。然后现在她公司跟我们公司有生意往来。"
中文学习者,"但是她也很温柔很热情,我很喜欢她.","但是她也很温柔很热情,我很喜欢她。"
中文学习者,我之前有在一家办公室当过游客指导所也都带他们去看一般的地点。,我之前有在一家办公室当过导游，所以带他们去看过一般的地景点。
中文学习者,听中国人说话，特别听老人说话，他们的说法真有生动感，听着我也随她的感情既定起来。,听中国人说话，特别是听老人说话很有趣，他们的说法很有生动感，听着听着我也随她的感情激动起来。
中文学习者,考虑这样的信息我不知道任何年轻人可以买房子。,看到这样的信息我不知道哪些年轻人可以买房子。
中文学习者,你到你的家，我们停了。,我们到了他的家，我们停了下来。
中文学习者,但是开始贩卖就卖光，因此匆匆忙忙的在印刷10万部。,但是一开始贩卖就卖光了，因此匆匆忙忙的再印刷10万部。
中文学习者,所以我想经过这件事情我学到的一些东西是如下。,所以我想，经过这件事情我学到了一些东西。
中文学习者,我希望以后跟他们的相处的更愉快，更开心。,我希望以后跟他们相处得更愉快，更开心。
中文学习者,可是开暖气了总算出床了。,可是开暖气了，我总算要起床了。
中文学习者,"在学校上课时间变少了,所以我自己努力学习才行了,我最近每天都看台湾的电视连续剧,都是原来日本漫画,所以我看得惯,这是对我来说很有意思的学法,电视很有趣,每天看也不会觉得辛苦,而且可以学到很多词汇,提高听力能力","在学校上课时间变少了,所以我自己努力学习才行,我最近每天都看台湾的电视连续剧,都是原来的日本漫画,所以我看得惯。这是对我来说很有意思的学法,电视很有趣,每天看也不会觉得辛苦,而且可以学到很多词汇,提高听力能力。"
中文学习者,办好手续后，职员说;“因为明天和后天我们很忙，所以我们不能做你的手续。,办好手续后，职员说;“因为明天和后天我们很忙，所以我们不能办你的手续。
中文学习者,我看每次这个日历，如果没写日记的日子有的话，我鼓励过自己。,我每次看这个日历，如果没写日记的话，我鼓励过自己。
中文学习者,我吧开水冲了，落下了茶壶的底部。,我用开水冲了，茶叶落到了茶壶的底部。
中文学习者,让先生看着孩子，我在公园被围着红叶，听者小提琴的演奏，看书。,我让先生看着孩子，我在公园被红叶围着，听着小提琴的演奏，看书。
中文学习者,我从来到上海之前起，一直到现在，韩老师在我生活上无微不至地给我了关心和支持。,我从来到上海一直到现在，韩老师在我生活上无微不至地给了我关心和支持。
中文学习者,新上司也是个很能干的，不过刚过来，还没有把握这里的工作。,新上司也是个很能干的，不过刚过来，还没有熟悉这里的工作。
中文学习者,"中国与日本有很多好象一样的地方,比如都是用汉字,信仰佛教之类的.","中国与日本有很多一样的地方,比如都是用汉字,信仰佛教之类的。"
中文学习者,"日本人积极不说自己的看法,彼此考虑彼此的心理,然后说话.","日本人不说自己的看法,彼此考虑彼此的心理,然后说话。"
中文学习者,"所以,学好语言牵连学好汉语.","所以,学好语言牵连学好汉语。"
中文学习者,"我们这样的情况受不了,惊叹不已,大失所望,大为生气.","我们这样的情况受不了,惊叹不已,大失所望,大为生气。"
中文学习者,可有时侯使我们感到好不有意思.,可有时侯使我们感到好不有意思。
中文学习者,因为我住宿海珠广场那边的酒店，所以我想用地铁去到海珠广场。,因为我住宿海珠广场那边的酒店，所以我想坐地铁去海珠广场。
中文学习者,"然后去散步的话，思考更明显。""」","然后去散步的话，思考更明显。"""
中文学习者,今天去听讲「要四十来岁世代的身体美人ー女性的健康运动讲座ー」。,今天去听讲“要四十来岁世代的身体美人ー女性的健康运动讲座ー”。
中文学习者,跳的时候，摇的肥肉叫做皮下脂肪，这个皮下脂肪付身体很快，但是从身体除掉很难。,跳的时候，摇的肥肉叫做皮下脂肪，这个皮下脂肪附着身体很快，但是从身体除掉很难。
中文学习者,把脸向下的话，脸的肌肉也往下去，往前看笑着等脸运动使用肌肉的话，就老不起。,把脸向下的话，脸的肌肉也往下去，往前看笑着等脸运动使用肌肉的话，就不容易老。
中文学习者,我在大学生活中，我一点儿没做志愿。,我在大学生活中，我没做志愿者。
中文学习者,所以从大4起，开始志愿了。,所以从大四起，开始做志愿者了。
中文学习者,万发是一个差不多听不到的人。,万发是一个几乎听不到声音的人。
中文学习者,卖书的使劲手段恢复跟他女友的关系也没戏。,卖书的男人费尽心思想恢复跟他前女友的关系，但是都没成功。
中文学习者,但是我也一点点高兴因为两个星期后我去韩国玩儿！,但是我也有点儿高兴，因为两个星期后我要去韩国玩儿！
中文学习者,第3个门商店里我才发现很小的装在箱里的牛奶。,在第3个商店里我才发现了装在箱子里的很小的牛奶。
中文学习者,我觉得这一个月最浓厚，而且我的汉语水平急速高了。,我觉得这一个月收获最多，而且我的汉语水平飞速提高了。
中文学习者,下次我去那儿的时候，我一定要也吃面条吧！,下次我去那儿的时候，我一定要也吃面条！
中文学习者,家里准备的吃的喝的都吃喝光了以后，我们一起出去一家专门碳烤的餐厅，点了个很多的烤秋刀鱼、烤玉米、烤猪肉、烤羊肉，等等。,家里准备的吃的喝的都吃喝光了以后，我们一起去了一家专门碳烤的餐厅，点了个很大的烤秋刀鱼，还有烤玉米、烤猪肉、烤羊肉，等等。
中文学习者,上小学的小孩儿打韩国的游戏一起高高兴兴地玩儿。,上小学的小孩儿们一起打韩国的游戏，一起高高兴兴地玩儿。
中文学习者,特别，烹调活的鳗鱼很难，我能的时候高兴。,因为烹调活的鳗鱼很难，所以我学会的时候高兴。
中文学习者,两年前的地震的影响，道路半部分没有铺修，并且我坐了后面座位有点晕车了。,因为两年前的地震的影响，道路有一部分没有铺修，并且因为我坐在后面的座位上，所以我有点晕车了。
中文学习者,要不然每年胖起越来越来了，一定将来长得会病，四十岁就死了。,要不然每年越来越胖，将来一定会容易得病，有可能四十岁就死了。
中文学习者,买的时，由我的爱好决定什么种的香水买。,买香水的时候，我的爱好决定了我买什么种类的香水。
中文学习者,我常常假想：如果我装一种香水的时，跟不喜欢我的香水的人一起上电梯的话，那个人一定不舒服了。,我常常假想：如果我喷一种香水的时，跟不喜欢我的香水的味道的人一起坐电梯的话，那个人一定很不舒服。
中文学习者,有一次，还有一位比较年纪大一点男孩很明知地寡宿我们，如果那种植物的血碰人的皮肤就会非常痒。,有一次，还有一位年纪比较大一点男孩很确定地告诉我们，如果那种植物的液体碰到人的皮肤就会非常痒。
中文学习者,将来大概有人勇敢地上去问我，也许我会告诉他们它是某药。,将来可能会有人勇敢地过来问我，也许我会告诉他们它是一种药。
中文学习者,早上家里不开空调，可是从外面进来凉爽的风，就家里很凉凉，很好做运动。,早上家里不开空调，可以从外面进来凉爽的风，家里就很凉快，很适合做运动。
中文学习者,中国人是真的喜欢咖啡吗还是耐着喝？,中国人是真的喜欢咖啡吗不？
中文学习者,然后座着椅子喝了一口咖啡,然后他坐在椅子上喝了一口咖啡，
中文学习者,幸好，有的对策开始奏效，它们都有两个最重要的观点：使他们觉得去滑雪并不麻烦的事和乡下的普通生活。,幸好，有的对策开始奏效，他们都有两个最重要的观点：使他们觉得去滑雪并不麻烦和感受乡下的普通生活。
中文学习者,这样的事情就会让他们留下新鲜的印象，甚至刚刚收获的蔬菜和普通的雪风景也能使他们感动。,这样的事情就会让他们留下新鲜的印象，甚至刚刚收获的蔬菜和普通的雪景也能使他们感动。
中文学习者,但是中国庆祝春节，今天和平时一样的日子。,但是中国庆祝春节，今天是和平时一样的日子。
中文学习者,"她说『去医院,要挂水』","她说：“去医院,要挂水。”"
中文学习者,最精彩的场面是花车首先气势地前进然后在街角就那样拐弯。,最精彩的场面是花车首先气势汹汹地前进然后在街角就那样拐弯。
中文学习者,如果买东西的话，选择满说得过去的服装，但是租东西的话，可以穿着鲜艳的服装。,如果买东西的话，选择还说得过去的服装，但是租东西的话，可以穿着鲜艳的服装。
中文学习者,当时，我很骄傲地跟我父母说，我想跟他们独立找到自己的生活和野心。,当时，我很骄傲地跟我父母说，我想独立找到自己的生活和野心。
中文学习者,汉语拼音对外国人具有非常重要的一部分。,汉语拼音对于外国人是非常重要的一部分。
中文学习者,过了几年，我的母亲要去东京，带着我去在东京的我姨儿的家，在这儿呆几天。,过了几年，我的母亲要去东京，带着我去。在东京的我姨的家，呆几天。
中文学习者,我基本每天早上吃一跟香蕉喝一杯牛奶。,我基本上每天早上吃一根香蕉、喝一杯牛奶。
中文学习者,看了我现在花多少时间在玩哟戏，你不但想我不是像每个人以为上好大学的学生一样，,看到我现在花多少时间在玩游戏上面，你不但会认为我不是公认的上好大学的学生，
中文学习者,反而无论我的appearance还是我的做法都跟这被别人描画的很差。,而且无论我的外表还是我的做法都会被别人描述的很差。
中文学习者,我不是这么聪明，也没有什么好特点。,我不怎么聪明，也没有什么优点。
中文学习者,我知道我看电视，玩哟戏，听我最好的韩国歌星的几首歌耗我的时间，但我也知道我应该高高兴兴地活。,我知道我看电视、玩游戏、听我最喜欢的韩国歌星的几首歌耗掉了我的时间，但我也知道我应该高高兴兴地活着。
中文学习者,今天apple的新iPhone发表了。,今天苹果公司的新iPhone上市了。
中文学习者,如此这个名字含有“phone”，当然可以打电话和接电话。,因为这个名字含有“phone”，当然可以打电话和接电话。
中文学习者,对像我这样学外语的人来说，在外边用手机可以按中文、看中文是太方便的事。,对像我这样学外语的人来说，在外边用手机可以听中文、看中文太方便了。
中文学习者,这样的时候，对电脑不通的人把修理的话，大概弄坏。,这时候，对电脑一窍不通的人来修理的话，大概会弄坏。
